Precursor_Conc_mM,Reducing_Agent,Stabilizer,pH,Temperature_C,Reaction_Time_min,Mixing_Speed_RPM,Particle_Size_nm,Zeta_Potential_mV,Polydispersity,Drug_Loading_Efficiency_%,Targeting_Efficiency_%,Cytotoxicity_%
1.9352465823520764,NaBH4,PEG,6.0,97,5,430,32,-56.40440856062533,0.46255151291751395,98.0,99.0,18.247320962277445
0.3286617497467156,NaBH4,PVP,10.0,76,5,662,24,-25.58599881492588,0.3451311838297303,98.0,71.54033447006363,36.85202081512676
1.9885408624455891,citrate,PVP,10.0,74,5,608,32,-30.71057616201068,0.31436906713495744,87.49175578460412,80.1438638792623,27.741236998873315
2.036236156408891,NaBH4,PEG,10.0,86,5,1116,29,-48.21549040320578,0.3104957505587783,98.0,93.74817886060322,23.018201387072757
0.9098080014087122,citrate,CTAB,3.0,22,83,1186,18,41.28004603679821,0.18613223181392813,80.38018686711347,51.96872661525181,87.903925317958
1.623813376406745,citrate,PEG,6.5,100,5,1060,39,-26.339851320734788,0.22568927521428786,98.0,99.0,28.74654338047157
2.2527488591422737,citrate,citrate,11.0,66,6,1120,21,-30.028336442401404,0.21132937447770928,86.34896190839687,62.05211282500425,48.749649650226615
4.037993176805661,citrate,citrate,8.0,76,5,732,34,-33.614780227108945,0.3285158245561237,76.45298457075727,76.03141456103445,34.353223035614114
1.6836943669017008,ascorbic_acid,PEG,11.0,76,5,541,29,-28.61379076735991,0.34757824987553365,98.0,97.06952967884438,22.628813535340665
2.498318525360059,NaBH4,PVP,4.5,69,5,302,29,-30.455750385926773,0.4828693267037827,88.45173968091854,69.52229449908852,30.692256151524354
2.590174006029522,ascorbic_acid,citrate,4.5,33,12,246,18,-42.55809392536504,0.4316106287427218,96.63484167220622,56.639943311132015,45.86244989210407
4.912624882314234,ascorbic_acid,PVP,3.0,62,5,353,35,-26.897170182085347,0.47260580544486197,81.36501355261883,79.44369101243473,29.1479166912487
3.2459550661560104,citrate,PVP,5.5,98,5,353,50,-29.203208468397143,0.403487180606937,78.03152970695197,96.08297151953927,37.8326409028069
3.283201205331352,NaBH4,PEG,3.0,62,5,559,19,-27.63015248663753,0.4490869877381836,98.0,76.00803283278864,37.737249974387694
3.261006473949768,ascorbic_acid,citrate,10.5,33,20,646,15,-48.91813736701863,0.37360390355412054,92.06317908153551,50.508509738866664,61.55193329706297
1.9261656487608418,citrate,citrate,4.0,60,7,725,21,-31.815085870757095,0.30165378520507485,90.01958621089526,56.98540607131409,49.15479302780094
1.5386000368960178,NaBH4,citrate,9.0,74,5,1002,18,-26.0429482521838,0.31047185544346645,88.47703981075816,57.83323574721975,53.78220170641257
2.381430288849055,ascorbic_acid,PVP,11.0,66,5,781,25,-26.302783037418056,0.3284753200515511,96.14888459470768,84.46492572469218,39.69645166657301
3.2234065173412123,ascorbic_acid,citrate,7.5,44,7,756,20,29.255684233726917,0.33479393821207754,87.84222759606351,64.12256642548682,43.00263644322046
0.996043385825806,NaBH4,PEG,6.0,78,5,680,20,-59.77893683453229,0.3580958925360462,98.0,71.31934742392974,35.200615683930096
0.9486891625590744,ascorbic_acid,CTAB,7.5,83,5,901,33,40.793081731758484,0.28053931818287886,65.91700131346566,63.49881538087119,81.58101089654582
2.9094985041924737,citrate,citrate,8.0,26,43,1166,15,-25.774654746935376,0.2419162294129331,96.52300500643935,55.43877765151091,58.89358835683278
3.5140121102843387,ascorbic_acid,citrate,4.5,35,14,1120,15,-42.145378912888305,0.2784957847794703,95.0866067250191,62.55064731649226,68.810592908729
3.797260083014944,citrate,citrate,10.5,100,5,496,42,-31.79116876182235,0.39419856731964853,78.2816988885566,74.26063246028032,34.22042051932653
3.3953404347774887,NaBH4,PEG,6.0,67,5,1165,22,-44.76617075379545,0.32855123160846933,98.0,89.36003718968617,37.29656049320988
0.818363626290925,ascorbic_acid,PVP,6.5,79,5,599,34,-31.20390721520578,0.32951690022948615,95.55865656482811,76.24000588146755,31.369595774904635
1.718237392193583,ascorbic_acid,PVP,6.5,75,5,994,26,-59.92381735547388,0.28187272168955546,94.48968472421979,73.11472567056573,32.721922658441365
4.849582424533585,ascorbic_acid,PEG,9.5,29,18,755,15,-27.259402781587653,0.38865209934073347,98.0,77.33523958753983,50.23392857904006
1.403095832324771,citrate,PVP,11.0,87,5,1028,37,-33.38368002874719,0.2453272132015622,83.68004617944297,87.64281257285758,35.3486662117449
2.4538134011451382,NaBH4,CTAB,11.0,91,5,204,36,34.63218578064583,0.4994025920822056,61.392236776634775,48.714815006664175,83.62012912066137
3.3913333535886983,ascorbic_acid,CTAB,6.5,53,8,253,30,36.350810498106085,0.4471777404317262,65.098080561397,57.12959202981702,86.95708476353042
3.079630462755238,ascorbic_acid,PEG,3.5,66,9,348,27,-25.20148653182422,0.42260668194225265,98.0,94.18805162436374,27.19257118844521
1.7108828904087905,ascorbic_acid,PVP,10.0,37,21,947,18,-37.235245358335845,0.277206507016062,98.0,69.58225567166424,41.34045170704945
0.9673513729560594,citrate,PVP,7.0,26,44,445,21,-30.1023368504009,0.34254556897200367,93.35814979778807,61.99129938271913,31.226384258970878
1.948701229686156,citrate,citrate,6.5,66,5,818,30,-41.01041839666233,0.2656042654690604,84.82197761065405,73.63720235172562,31.15768807065923
2.0461027792700044,citrate,PEG,7.5,53,9,185,33,-52.0903150893171,0.4058453215532718,98.0,99.0,15.582450823262292
2.975521478302308,ascorbic_acid,CTAB,7.5,55,8,712,30,25.211547525570772,0.341322233318126,62.237651723816846,52.244440904938585,73.84240537455979
0.9495306169442986,NaBH4,PVP,6.5,50,5,1019,17,-36.16584801622138,0.3120718920127135,98.0,75.41734706731134,55.91850522546032
1.4718975589353926,NaBH4,PVP,4.5,33,10,823,15,-27.68301978510435,0.34288383263693395,98.0,54.90061660500297,54.97125654426435
0.7586319170009738,citrate,citrate,9.0,54,10,420,23,-40.39180023542101,0.32085861584342257,87.18002453888556,64.95799704226789,39.50844147319907
2.101739635385993,NaBH4,citrate,3.5,90,5,612,23,-32.43660256598904,0.401544470993691,85.28604958442197,58.54571245131359,46.36681666867546
1.8582693722051624,NaBH4,CTAB,6.5,86,5,715,29,51.730780854612775,0.3959126246423402,64.38734049207375,54.87298177937225,73.22276913400547
4.54171334372628,ascorbic_acid,PVP,5.5,81,5,490,44,-47.62480323187097,0.4386014250460482,81.1831089815007,84.13517673194025,30.644663672293195
3.797712930114572,citrate,PEG,10.0,66,6,114,33,-43.854079278281105,0.4619377119363044,98.0,90.09878341531069,24.1527330329238
1.7939103681692055,citrate,citrate,5.5,20,64,811,15,-37.010570742014494,0.2892720945211488,98.0,60.0399249249027,55.70358582919648
0.47887322089505757,citrate,citrate,8.0,37,30,913,18,-42.23670980318131,0.22021433304421453,88.97606781756512,53.10036996684717,53.13780565497162
3.7468232940321156,citrate,PEG,7.0,49,12,674,29,-59.196764532307796,0.34440351260473934,98.0,89.09236844302886,25.33345808794631
1.460177145884149,citrate,PVP,11.0,85,5,948,31,-29.28065024204465,0.2517150934372843,91.7277543131323,80.8065254702938,30.46826701489312
1.1285374061683704,NaBH4,PVP,11.0,59,5,385,28,-51.226143169413305,0.428013386574995,95.66374441839558,71.1982526546323,25.575358060380033
0.46996648263905727,NaBH4,PVP,9.5,48,5,186,26,-31.051961836078007,0.4475227226435847,91.64426818700606,82.62017475013288,26.528623004203716
1.7624291048913359,ascorbic_acid,citrate,10.0,22,49,195,15,34.28254699105606,0.4233763325463372,98.0,56.62874364613155,59.919163674027764
3.5493360621786967,NaBH4,PEG,8.0,16,23,806,15,-54.94005889349582,0.40040069402983147,98.0,87.1479335523049,48.7035799643409
4.019290754141845,ascorbic_acid,PVP,9.5,23,29,651,15,-57.50178331429764,0.4021729841199284,98.0,65.30842946267566,56.08596562443689
4.09376669917204,ascorbic_acid,PVP,5.0,39,19,1097,16,-53.04883835680866,0.3076976923611896,98.0,54.31903325669133,49.00975759394895
2.642696755885904,citrate,PVP,8.0,79,5,918,40,-58.74593855674573,0.2893431390294511,88.79262612481091,86.05626427152764,28.796521660909637
1.4225649897217552,ascorbic_acid,PVP,8.0,95,5,1057,38,-32.73741577107299,0.2596851063126377,82.64760930194329,91.07485884719267,37.70623284986751
2.352439412529543,citrate,PVP,8.5,58,5,201,37,-33.868778132610096,0.41685553484287774,87.41556460838012,86.93206256503039,28.045443102693405
1.3233732434100114,ascorbic_acid,PVP,7.0,40,6,146,26,-28.995636049591436,0.42465043570176914,88.38868284566912,69.54849395505906,21.16009690483031
3.9971750059995776,ascorbic_acid,PVP,4.0,32,19,714,15,-33.8818193854824,0.36855974903303357,98.0,62.616048782707836,59.035965708520386
3.974543507710922,citrate,PEG,10.5,56,5,993,23,-30.692119367159517,0.2772014792862885,98.0,90.42125428494074,29.102792874786818
1.7482152727592684,ascorbic_acid,PEG,11.0,17,64,475,15,-34.331597301654625,0.3987581409736921,98.0,82.44559343067806,47.38866149674192
3.105715807132468,citrate,citrate,6.5,34,24,984,15,-31.618208057475993,0.273172653832534,98.0,57.8803549789452,56.07316911755603
3.0266429549086715,ascorbic_acid,PVP,4.0,64,5,949,25,-30.797413465902267,0.30668105714342453,90.50593854279815,73.83281062252657,30.988826665741115
0.7346231142857405,NaBH4,citrate,8.5,56,5,620,17,-27.547582412672817,0.3748305378677376,92.32366963201173,60.706882615543016,55.61170880065503
2.899462815405913,ascorbic_acid,PEG,9.0,47,10,315,28,-50.022379836684735,0.4313625976545738,98.0,96.16820745318005,19.30535608057495
3.7431904558288784,citrate,citrate,9.5,91,5,394,36,-45.31044094399972,0.3939459812561593,72.48185989893598,72.06914267990537,38.268547058739784
1.48838044650135,citrate,CTAB,3.5,77,5,671,37,36.51902747433834,0.3077147690681059,59.57753161259149,61.97514247208349,85.90011516640368
3.0125397102198725,citrate,PVP,3.0,20,69,978,15,-32.74195347649418,0.26843950884014756,98.0,68.23651704514545,58.147211482346634
1.181771102664926,citrate,PEG,8.0,41,21,948,21,-51.618434113925275,0.22988398176815242,98.0,88.22943133314189,26.110052358808822
4.353801786103602,ascorbic_acid,PEG,8.5,94,5,1183,44,-55.25826713056132,0.29882264537101455,98.0,99.0,31.137385395370302
4.003032725783264,ascorbic_acid,PVP,11.0,98,5,620,48,-28.821095113350065,0.3978115132833725,81.3528410418137,91.0629071538472,33.11385795080311
2.4517002901139056,ascorbic_acid,PVP,9.0,47,6,201,30,-29.1254260926005,0.4286800349104943,84.44588801345135,67.06068416326346,23.834141613734438
1.795481181459714,NaBH4,citrate,3.0,16,41,324,15,-54.68911623649455,0.46757584907704103,97.9373473010286,53.40772129065283,55.45047779685595
0.6123824176385613,ascorbic_acid,PEG,5.5,23,49,873,16,-25.633866711371706,0.28492033013101964,98.0,86.41019840397918,52.79653369613352
3.3380185796663286,ascorbic_acid,PEG,4.0,55,9,973,26,-47.578235400117656,0.29876089472776646,98.0,94.87435782830956,23.882817193652713
0.31394212276606986,citrate,PVP,5.0,70,5,972,23,-57.64318032477252,0.22609241464362942,95.73659961969646,77.61727454467004,33.67848925029621
3.1809476092091313,ascorbic_acid,PEG,11.0,65,5,707,29,-46.89255997341165,0.3601192323491459,98.0,89.36123989414908,28.910760502830023
1.2553812604001284,NaBH4,CTAB,7.5,58,5,625,24,35.04599054587593,0.3815067828580825,66.72074034782726,35.93421537054646,82.27557836806888
3.0054591720311445,citrate,CTAB,3.5,49,11,360,26,28.08307088731673,0.3999656844171012,60.005127947788196,46.661810190234505,94.16403485065334
0.9185053487146544,citrate,PVP,5.0,61,11,264,32,-53.3775146257696,0.35238573995246786,97.80845198093492,71.26351654412883,27.507347123165943
0.9820511436163452,citrate,PVP,9.5,26,59,589,19,-36.64897959646769,0.3103483725371159,97.17808525791142,69.50818574929018,39.48573686916562
0.8652028394816523,citrate,citrate,10.0,48,16,410,24,-40.38449690761576,0.3448143679405251,85.053167676373,63.85262822325205,37.0295974094896
4.710289246056518,NaBH4,PEG,7.0,76,5,1109,26,-25.051763824689505,0.36248113435488183,98.0,94.33569308078708,28.468049813384642
4.357613065148798,citrate,PVP,6.0,99,5,1188,52,-25.046673551615992,0.2639598150518562,83.1220443720387,99.0,38.32596240420163
3.1355026954471112,ascorbic_acid,CTAB,6.5,62,5,553,28,58.99944673248457,0.3866324810618558,68.54409475438858,54.37798933074137,94.25053992190587
2.2112242485363636,NaBH4,PVP,10.0,39,5,814,15,-27.167389326830534,0.36952702670818083,98.0,64.7865427256701,58.184298923959425
2.708075045361297,ascorbic_acid,PVP,3.5,63,5,688,25,-26.01116979056373,0.35592288875889894,93.5234470528174,67.01994211498989,37.573771250742155
2.796110056565683,citrate,PEG,9.0,36,20,825,22,-57.29868494524474,0.302905542138864,98.0,83.1371488095846,28.572655984854045
1.580096458990496,ascorbic_acid,citrate,6.0,88,9,956,27,-56.78478677530059,0.2906058415061068,81.96525105288555,65.87275490230067,38.955712565007545
